AlertID,CardHolderId,CardNumber,ExpirationDate,TransactionID,TransactionChannel,AmountUSD,MerchantName,EmailID,Location,IP,FraudAlertReason,RiskScore,Status
AL8525,IJ000,xxxx-xxxx-xxxx-0000,07/2029,BKR147,In store,234.56,London Stock Exchange,vwxyzabcdef@web.info,"Edinburgh, UK",134.238.184.178,No shopping history,39,Cleared
AL8526,KL111,xxxx-xxxx-xxxx-1111,01/2033,CME744,POS,18000,National Grid,ghijklmnopqrst@domain.co.uk,"Bristol, UK",136.226.102.90,High amount,88,Resolved
AL8527,MN222,xxxx-xxxx-xxxx-2222,08/2027,EDT924,ATM,1.23,Severn Trent,uvwxyzabcdefg@example.com,"Sydney, Australia",185.220.100.240,Foreign IP,11,Fraud Detected
AL8528,OP333,xxxx-xxxx-xxxx-3333,03/2030,PDV453,Wallet,5688.8,Prestige Poker Network,hijklmnopqrs@test.org,"Sheffield, UK",185.220.101.7,High risk merchant,97,Escalated
AL8529,QR444,xxxx-xxxx-xxxx-4444,10/2029,SBA569,Online,567.89,Rolls-Royce,tuvwxyza@mail.net,"Birmingham, UK",192.42.116.198,Abnormal spending pattern,64,Investigating
AL8530,ST555,xxxx-xxxx-xxxx-5555,05/2031,KWT531,Subscription,19000,BAE Systems,bcdefghijk@web.info,"Nottingham, UK",72.217.36.105,High amount,84,Action Required
AL8531,UV767,xxxx-xxxx-xxxx-7676,12/2023,LWE517,Telephone,9.87,ITV,lmnopqrstu@domain.co.uk,"Rome, Italy",107.189.8.56,Low value foreign,15,Fraud Detected
AL8532,WX989,xxxx-xxxx-xxxx-9898,07/2029,UJF141,In store,1380.5,CrytoVault Traders,vwxyzabcdef@example.com,"Newcastle, UK",104.135.196.55,High risk merchant,90,Escalated
AL8533,YZ000,xxxx-xxxx-xxxx-0000,01/2033,DUX356,POS,234.56,Royal Mail,ghijklmnopqrst@test.org,"Coventry, UK",104.248.169.251,No shopping history,41,Closed
AL8534,AB222,xxxx-xxxx-xxxx-2222,08/2027,RID945,ATM,14000,EasyJet,uvwxyzabcdefg@mail.net,"Liverpool, UK",134.238.184.178,High amount,85,Resolved
AL8535,CD444,xxxx-xxxx-xxxx-4444,03/2030,SNY945,Wallet,1.23,Ryanair,hijklmnopqrs@web.info,"Lagos, Nigeria",136.226.102.90,Foreign location,10,Fraud Detected
AL8536,EF666,xxxx-xxxx-xxxx-6666,10/2029,HRX801,Online,5022.6,SkyHigh Betting Corp,tuvwxyza@domain.co.uk,"London, UK",185.220.100.240,High risk merchant,96,Escalated
AL8537,GH888,xxxx-xxxx-xxxx-8888,05/2031,KQC543,Subscription,567.89,Jaguar Land Rover,bcdefghijk@example.com,"Edinburgh, UK",185.220.101.7,Compromised card,54,Under Review
AL8538,IJ000,xxxx-xxxx-xxxx-0000,12/2023,RXS373,Telephone,16000,Next Plc,lmnopqrstu@test.org,"Bristol, UK",192.42.116.198,High amount,81,Investigating
AL8539,KL111,xxxx-xxxx-xxxx-1111,07/2029,JHS702,In store,9.87,Marks & Spencer,vwxyzabcdef@mail.net,"Rome, Italy",72.217.36.105,Low value foreign,12,Fraud Detected
AL8540,MN222,xxxx-xxxx-xxxx-2222,01/2033,FNW042,POS,1412.8,Titanic Tours and Travels,ghijklmnopqrst@web.info,"Sheffield, UK",107.189.8.56,High risk merchant,93,Escalated
AL8541,OP333,xxxx-xxxx-xxxx-3333,08/2027,XWE119,ATM,234.56,Greggs,uvwxyzabcdefg@domain.co.uk,"Birmingham, UK",104.135.196.55,Abnormal spending pattern,63,Under Review
AL8542,QR444,xxxx-xxxx-xxxx-4444,03/2030,RHF430,Wallet,18000,Whitbread,hijklmnopqrs@example.com,"Nottingham, UK",104.248.169.251,High amount,88,Resolved
AL8543,ST555,xxxx-xxxx-xxxx-5555,10/2029,MBX334,Online,1.23,WPP,tuvwxyza@test.org,"Sydney, Australia",134.238.184.178,Foreign location,11,Fraud Detected
AL8544,UV666,xxxx-xxxx-xxxx-6666,05/2031,YLE425,Subscription,1785.4,Titanic Tours and Travels,bcdefghijk@mail.net,"Newcastle, UK",136.226.102.90,High risk merchant,97,Escalated
AL8545,WX777,xxxx-xxxx-xxxx-7777,12/2023,UUL249,Telephone,567.89,Experian,lmnopqrstu@web.info,"Coventry, UK",185.220.100.240,Compromised card,56,Under Review
AL8546,YZ888,xxxx-xxxx-xxxx-8888,07/2029,BRC575,In store,19000,Persimmon,vwxyzabcdef@domain.co.uk,"Liverpool, UK",185.220.101.7,High amount,84,Action Required
AL8547,AB999,xxxx-xxxx-xxxx-9999,01/2033,XOU432,POS,9.87,Taylor Wimpey,ghijklmnopqrst@example.com,"Rome, Italy",192.42.116.198,Low value foreign,15,Fraud Detected
AL8548,CD000,xxxx-xxxx-xxxx-0000,08/2027,WFC342,ATM,4172.5,Prestige Poker Network,uvwxyzabcdefg@test.org,"London, UK",72.217.36.105,High risk merchant,90,Escalated
AL8549,EF111,xxxx-xxxx-xxxx-1111,03/2030,TBY099,Wallet,234.56,Kingfisher Plc,hijklmnopqrs@mail.net,"Edinburgh, UK",107.189.8.56,Abnormal spending pattern,65,Investigating
AL8550,GH222,xxxx-xxxx-xxxx-2222,10/2029,KFK459,Online,14000,Standard Chartered,tuvwxyza@web.info,"Bristol, UK",104.135.196.55,High amount,89,Action Required
AL8551,IJ333,xxxx-xxxx-xxxx-3333,05/2031,FUX180,Subscription,1.23,NatWest Group,bcdefghijk@domain.co.uk,"Milan, Italy",104.248.169.251,Low value foreign,10,Fraud Detected
AL8552,KL444,xxxx-xxxx-xxxx-4444,12/2023,LTG928,Telephone,8870,CrytoVault Traders,lmnopqrstu@example.com,"Sheffield, UK",134.238.184.178,High risk merchant,96,Escalated
AL8553,MN555,xxxx-xxxx-xxxx-5555,07/2029,UBW243,In store,567.89,Prudential Plc,vwxyzabcdef@test.org,"Birmingham, UK",136.226.102.90,No shopping history,43,Cleared
AL8554,OP666,xxxx-xxxx-xxxx-6666,01/2033,YRG136,POS,16000,Aviva,ghijklmnopqrst@mail.net,"Nottingham, UK",185.220.100.240,High amount,81,Investigating
AL8555,QR777,xxxx-xxxx-xxxx-7777,08/2027,ONG027,ATM,9.87,RSA Insurance Group,uvwxyzabcdefg@web.info,"Rome, Italy",185.220.101.7,Low value foreign,12,Fraud Detected
AL8556,ST888,xxxx-xxxx-xxxx-8888,03/2030,FVD186,Wallet,7393.1,Luxury Tech Resale,hijklmnopqrs@domain.co.uk,"Newcastle, UK",192.42.116.198,High risk merchant,93,Escalated
AL8557,UV999,xxxx-xxxx-xxxx-9999,10/2029,WHW334,Online,234.56,SSE,tuvwxyza@example.com,"Coventry, UK",72.217.36.105,Abnormal spending pattern,61,Under Review
AL8558,WX000,xxxx-xxxx-xxxx-0000,05/2031,KJH888,Subscription,18000,National Express,bcdefghijk@test.org,"Liverpool, UK",107.189.8.56,High amount,86,Resolved
AL8559,YZ111,xxxx-xxxx-xxxx-1111,12/2023,LDH823,Telephone,1.23,Go-Ahead Group,lmnopqrstu@mail.net,"Lagos, Nigeria",104.135.196.55,Foreign location,10,Fraud Detected
AL8560,AB234,xxxx-xxxx-xxxx-2345,07/2029,ZHU252,In store,7815.6,High Risk Tech Gadgets,vwxyzabcdef@web.info,"London, UK",104.248.169.251,High risk merchant,97,Escalated
AL8561,CD567,xxxx-xxxx-xxxx-5678,01/2033,WEY639,POS,567.89,FirstGroup,ghijklmnopqrst@domain.co.uk,"Edinburgh, UK",134.238.184.178,Compromised card,52,Investigating
AL8562,EF890,xxxx-xxxx-xxxx-8901,08/2027,OIT691,ATM,19000,SSP Group,uvwxyzabcdefg@example.com,"Bristol, UK",136.226.102.90,High amount,89,Action Required
AL8563,GH123,xxxx-xxxx-xxxx-1234,03/2030,ORU948,Wallet,9.87,Mitchells & Butlers,hijklmnopqrs@test.org,"Rome, Italy",185.220.100.240,Low value foreign,14,Fraud Detected
AL8564,IJ456,xxxx-xxxx-xxxx-4567,10/2029,NJY572,Online,2412.4,Prestige Poker Network,tuvwxyza@mail.net,"Sheffield, UK",185.220.101.7,High risk merchant,95,Escalated
AL8565,KL789,xxxx-xxxx-xxxx-7890,05/2031,FIY799,Subscription,234.56,Just Eat Takeaway,bcdefghijk@web.info,"Birmingham, UK",192.42.116.198,Abnormal spending pattern,64,Investigating
AL8566,MN012,xxxx-xxxx-xxxx-0123,12/2023,ICK635,Telephone,7141.3,SkyHigh Betting Corp,lmnopqrstu@domain.co.uk,"Nottingham, UK",72.217.36.105,High risk merchant,80,Resolved
AL8567,OP345,xxxx-xxxx-xxxx-3456,07/2029,DMJ139,In store,1.23,Ocado Group,vwxyzabcdef@example.com,"Sydney, Australia",107.189.8.56,Foreign IP,11,Fraud Detected
AL8568,QR678,xxxx-xxxx-xxxx-6789,01/2033,TRI845,POS,5723,Platinum Debt Solutions,ghijklmnopqrst@test.org,"Newcastle, UK",104.135.196.55,High risk merchant,96,Escalated
AL8569,ST901,xxxx-xxxx-xxxx-9012,08/2027,INO880,ATM,567.89,Boohoo Group,uvwxyzabcdefg@mail.net,"Coventry, UK",104.248.169.251,No shopping history,44,Closed
AL8570,UV234,xxxx-xxxx-xxxx-2345,03/2030,PMF065,Wallet,16000,Hargreaves Lansdown,hijklmnopqrs@web.info,"Liverpool, UK",134.238.184.178,High amount,85,Action Required
AL8571,WX567,xxxx-xxxx-xxxx-5678,10/2029,XKC981,Online,9.87,Abrdn,tuvwxyza@domain.co.uk,"Rome, Italy",136.226.102.90,Low value foreign,15,Fraud Detected
AL8572,YZ890,xxxx-xxxx-xxxx-8901,05/2031,UUO091,Subscription,0,M&G Plc,bcdefghijk@example.com,"London, UK",185.220.100.240,Suspicious zero amount attempt,90,Escalated
AL8573,AB111,xxxx-xxxx-xxxx-1111,12/2023,EUI873,Telephone,234.56,Phoenix Group Holdings,lmnopqrstu@test.org,"Edinburgh, UK",185.220.101.7,Compromised card,55,Under Review
AL8574,CD222,xxxx-xxxx-xxxx-2222,07/2029,MYL581,In store,18000,Intermediate Capital Group,vwxyzabcdef@mail.net,"Bristol, UK",192.42.116.198,High amount,89,Action Required
AL8575,EF333,xxxx-xxxx-xxxx-3333,01/2033,APT634,POS,1.23,Schroders,ghijklmnopqrst@web.info,"Milan, Italy",72.217.36.105,Foreign location,10,Fraud Detected
AL8576,GH444,xxxx-xxxx-xxxx-4444,08/2027,LWX383,ATM,6494.2,Luxury Tech Resale,uvwxyzabcdefg@domain.co.uk,"Sheffield, UK",107.189.8.56,High risk merchant,97,Escalated
AL8577,IJ555,xxxx-xxxx-xxxx-5555,03/2030,ZTU478,Wallet,567.89,Scottish Mortgage Investment Trust,hijklmnopqrs@example.com,"Birmingham, UK",104.135.196.55,Abnormal spending pattern,61,Investigating
AL8578,KL666,xxxx-xxxx-xxxx-6666,10/2029,JSS904,Online,19000,Alliance Trust,tuvwxyza@test.org,"Nottingham, UK",104.248.169.251,High amount,86,Resolved
AL8579,MN777,xxxx-xxxx-xxxx-7777,05/2031,RAH119,Subscription,9.87,Tesco,bcdefghijk@mail.net,"Rome, Italy",134.238.184.178,Low value foreign,12,Fraud Detected
AL8580,OP888,xxxx-xxxx-xxxx-8888,12/2023,ZTT865,Telephone,2259,High Risk Tech Gadgets,lmnopqrstu@web.info,"Newcastle, UK",136.226.102.90,High risk merchant,93,Escalated
AL8581,QR999,xxxx-xxxx-xxxx-9999,07/2029,VQO512,In store,234.56,Barclays,vwxyzabcdef@domain.co.uk,"Coventry, UK",185.220.100.240,No shopping history,39,Cleared
AL8582,ST000,xxxx-xxxx-xxxx-0000,01/2033,UFQ876,POS,14000,Lloyds Bank,ghijklmnopqrst@example.com,"Liverpool, UK",185.220.101.7,High amount,85,Action Required
AL8583,UV121,xxxx-xxxx-xxxx-1212,08/2027,MOE054,ATM,1.23,HSBC,uvwxyzabcdefg@test.org,"Sydney, Australia",192.42.116.198,Foreign IP,11,Fraud Detected
AL8584,WX343,xxxx-xxxx-xxxx-3434,03/2030,DEY641,Wallet,810.2,Platinum Debt Solutions,hijklmnopqrs@mail.net,"London, UK",72.217.36.105,High risk merchant,96,Escalated
AL8585,YZ565,xxxx-xxxx-xxxx-5656,10/2029,TTG721,Online,567.89,Vodafone,tuvwxyza@web.info,"Edinburgh, UK",107.189.8.56,Compromised card,52,Investigating
AL8586,AB787,xxxx-xxxx-xxxx-7878,05/2031,MJG319,Subscription,16000,BP,bcdefghijk@domain.co.uk,"Bristol, UK",104.135.196.55,High amount,81,Investigating
AL8587,CD909,xxxx-xxxx-xxxx-9090,12/2023,LED963,Telephone,9.87,Shell,lmnopqrstu@example.com,"Rome, Italy",104.248.169.251,Low value foreign,19,Fraud Detected
AL8588,EF131,xxxx-xxxx-xxxx-1313,07/2029,VOP149,In store,646.2,Platinum Debt Solutions,vwxyzabcdef@test.org,"Sheffield, UK",134.238.184.178,High risk merchant,97,Escalated
AL8589,GH353,xxxx-xxxx-xxxx-3535,01/2033,PWT120,POS,234.56,GlaxoSmithKline,ghijklmnopqrst@mail.net,"Birmingham, UK",136.226.102.90,No shopping history,40,Closed
AL8590,IJ575,xxxx-xxxx-xxxx-5757,08/2027,NZM446,ATM,18000,AstraZeneca,uvwxyzabcdefg@web.info,"Nottingham, UK",185.220.100.240,High amount,88,Resolved
AL8591,KL797,xxxx-xxxx-xxxx-7979,03/2030,BOR336,Wallet,1.23,Rio Tinto,hijklmnopqrs@domain.co.uk,"Lagos, Nigeria",185.220.101.7,Foreign location,10,Fraud Detected
AL8592,MN919,xxxx-xxxx-xxxx-9191,10/2029,KGU454,Online,2421.6,Platinum Debt Solutions,tuvwxyza@example.com,"Newcastle, UK",192.42.116.198,High risk merchant,91,Escalated
AL8593,OP101,xxxx-xxxx-xxxx-1010,05/2031,EMU766,Subscription,567.89,Diageo,bcdefghijk@test.org,"Coventry, UK",72.217.36.105,Abnormal spending pattern,62,Investigating
AL8594,QR323,xxxx-xxxx-xxxx-3232,12/2023,FCV512,Telephone,19000,Reckitt Benckiser,lmnopqrstu@mail.net,"Liverpool, UK",107.189.8.56,High amount,85,Action Required
AL8595,ST545,xxxx-xxxx-xxxx-5454,07/2029,WUJ939,In store,9.87,London Stock Exchange,vwxyzabcdef@web.info,"Rome, Italy",104.135.196.55,Low value foreign,14,Fraud Detected
AL8596,UV767,xxxx-xxxx-xxxx-7676,01/2033,AOG936,POS,8903.2,Titanic Tours and Travels,ghijklmnopqrst@domain.co.uk,"London, UK",104.248.169.251,High risk merchant,95,Escalated
AL8597,WX989,xxxx-xxxx-xxxx-9898,08/2027,NAY881,ATM,234.56,Severn Trent,uvwxyzabcdefg@example.com,"Edinburgh, UK",134.238.184.178,No shopping history,41,Closed
AL8598,YZ000,xxxx-xxxx-xxxx-0000,03/2030,ZFQ699,Wallet,14000,United Utilities,hijklmnopqrs@test.org,"Bristol, UK",136.226.102.90,High amount,80,Resolved
AL8599,AB222,xxxx-xxxx-xxxx-2222,10/2029,KBL466,Online,1.23,Rolls-Royce,tuvwxyza@mail.net,"Sydney, Australia",185.220.100.240,Foreign IP,11,Fraud Detected
AL8600,CD444,xxxx-xxxx-xxxx-4444,05/2031,XHI874,Subscription,2415.2,NextGen Forex Solutions,bcdefghijk@web.info,"Sheffield, UK",185.220.101.7,High risk merchant,96,Escalated
AL8601,EF666,xxxx-xxxx-xxxx-6666,12/2023,CUY021,Telephone,567.89,ITV,lmnopqrstu@domain.co.uk,"Birmingham, UK",192.42.116.198,Compromised card,53,Under Review
AL8602,GH888,xxxx-xxxx-xxxx-8888,07/2029,NLF793,In store,16000,BBC Studios,vwxyzabcdef@example.com,"Nottingham, UK",72.217.36.105,High amount,89,Action Required
AL8603,IJ000,xxxx-xxxx-xxxx-0000,01/2033,TKG175,POS,9.87,Royal Mail,ghijklmnopqrst@test.org,"Rome, Italy",107.189.8.56,Low value foreign,10,Fraud Detected
AL8604,KL111,xxxx-xxxx-xxxx-1111,08/2027,OWM986,ATM,2017,Titanic Tours and Travels,uvwxyzabcdefg@mail.net,"Newcastle, UK",104.135.196.55,High risk merchant,97,Escalated
AL8605,MN222,xxxx-xxxx-xxxx-2222,03/2030,AZV084,Wallet,234.56,Ryanair,hijklmnopqrs@web.info,"Coventry, UK",104.248.169.251,Abnormal spending pattern,64,Investigating
AL8606,OP333,xxxx-xxxx-xxxx-3333,10/2029,GBY933,Online,18000,British Airways,tuvwxyza@domain.co.uk,"Liverpool, UK",134.238.184.178,High amount,86,Resolved
AL8607,QR444,xxxx-xxxx-xxxx-4444,05/2031,CDS849,Subscription,1.23,Jaguar Land Rover,bcdefghijk@example.com,"Lagos, Nigeria",136.226.102.90,Foreign location,11,Fraud Detected
AL8608,ST555,xxxx-xxxx-xxxx-5555,12/2023,WAN854,Telephone,1065.4,FastTrack Loan Services,lmnopqrstu@test.org,"London, UK",185.220.100.240,High risk merchant,98,Escalated
AL8609,UV767,xxxx-xxxx-xxxx-7676,07/2029,DQP634,In store,567.89,Marks & Spencer,vwxyzabcdef@mail.net,"Edinburgh, UK",185.220.101.7,No shopping history,42,Closed
AL8610,WX989,xxxx-xxxx-xxxx-9898,01/2033,IRY986,POS,19000,JD Sports,ghijklmnopqrst@web.info,"Bristol, UK",192.42.116.198,High amount,85,Action Required
AL8611,YZ000,xxxx-xxxx-xxxx-0000,08/2027,VSS241,ATM,9.87,Greggs,uvwxyzabcdefg@domain.co.uk,"Rome, Italy",72.217.36.105,Low value foreign,15,Fraud Detected
AL8612,AB222,xxxx-xxxx-xxxx-2222,03/2030,AZU169,Wallet,5372.7,NextGen Forex Solutions,hijklmnopqrs@example.com,"Sheffield, UK",107.189.8.56,High risk merchant,90,Escalated
AL8613,CD444,xxxx-xxxx-xxxx-4444,10/2029,SOF549,Online,234.56,WPP,tuvwxyza@test.org,"Birmingham, UK",104.135.196.55,Abnormal spending pattern,63,Under Review
AL8614,EF666,xxxx-xxxx-xxxx-6666,05/2031,QLH956,Subscription,14000,Sage Group,bcdefghijk@mail.net,"Nottingham, UK",104.248.169.251,High amount,89,Action Required
AL8615,GH888,xxxx-xxxx-xxxx-8888,12/2023,IQJ777,Telephone,1.23,Experian,lmnopqrstu@web.info,"Sydney, Australia",134.238.184.178,Foreign IP,10,Fraud Detected
AL8616,IJ000,xxxx-xxxx-xxxx-0000,07/2029,PIC796,In store,6031.2,Luxury Tech Resale,vwxyzabcdef@domain.co.uk,"Newcastle, UK",136.226.102.90,High risk merchant,96,Escalated
AL8617,KL111,xxxx-xxxx-xxxx-1111,01/2033,BTY100,POS,567.89,Taylor Wimpey,ghijklmnopqrst@example.com,"Coventry, UK",185.220.100.240,Compromised card,55,Under Review
AL8618,MN222,xxxx-xxxx-xxxx-2222,08/2027,QDD025,ATM,16000,Barratt Developments,uvwxyzabcdefg@test.org,"Liverpool, UK",185.220.101.7,High amount,82,Investigating
AL8619,OP333,xxxx-xxxx-xxxx-3333,03/2030,MDB332,Wallet,9.87,Kingfisher Plc,hijklmnopqrs@mail.net,"Rome, Italy",192.42.116.198,Low value foreign,14,Fraud Detected
AL8620,QR444,xxxx-xxxx-xxxx-4444,10/2029,WIJ089,Online,2923.9,High Risk Tech Gadgets,tuvwxyza@web.info,"London, UK",72.217.36.105,High risk merchant,97,Escalated
AL8621,ST555,xxxx-xxxx-xxxx-5555,05/2031,BGS245,Subscription,234.56,NatWest Group,bcdefghijk@domain.co.uk,"Edinburgh, UK",107.189.8.56,Abnormal spending pattern,61,Under Review
AL8622,UV666,xxxx-xxxx-xxxx-6666,12/2023,KML475,Telephone,18000,Legal & General,lmnopqrstu@example.com,"Bristol, UK",104.135.196.55,High amount,87,Action Required
AL8623,WX777,xxxx-xxxx-xxxx-7777,07/2029,HWY247,In store,1.23,Prudential Plc,vwxyzabcdef@test.org,"Milan, Italy",104.248.169.251,Foreign location,11,Fraud Detected
AL8624,YZ888,xxxx-xxxx-xxxx-8888,01/2033,KSQ458,POS,8563,CrytoVault Traders,ghijklmnopqrst@mail.net,"Sheffield, UK",134.238.184.178,High risk merchant,98,Escalated
AL8625,AB999,xxxx-xxxx-xxxx-9999,08/2027,FVX492,ATM,567.89,RSA Insurance Group,uvwxyzabcdefg@web.info,"Birmingham, UK",136.226.102.90,No shopping history,40,Closed
AL8626,CD000,xxxx-xxxx-xxxx-0000,03/2030,LWJ108,Wallet,19000,Centrica,hijklmnopqrs@domain.co.uk,"Nottingham, UK",185.220.100.240,High amount,84,Action Required
AL8627,EF111,xxxx-xxxx-xxxx-1111,10/2029,UHH393,Online,9.87,SSE,tuvwxyza@example.com,"Rome, Italy",185.220.101.7,Low value foreign,15,Fraud Detected
AL8628,GH222,xxxx-xxxx-xxxx-2222,05/2031,JCL896,Subscription,8777.2,CrytoVault Traders,bcdefghijk@test.org,"Newcastle, UK",192.42.116.198,High risk merchant,90,Escalated
AL8629,IJ333,xxxx-xxxx-xxxx-3333,12/2023,DTJ679,Telephone,234.56,Go-Ahead Group,lmnopqrstu@mail.net,"Coventry, UK",72.217.36.105,Compromised card,52,Investigating
AL8630,KL444,xxxx-xxxx-xxxx-4444,07/2029,FMP755,In store,14000,Stagecoach Group,vwxyzabcdef@web.info,"Liverpool, UK",107.189.8.56,High amount,85,Resolved
AL8631,MN555,xxxx-xxxx-xxxx-5555,01/2033,YQM606,POS,1.23,FirstGroup,ghijklmnopqrst@domain.co.uk,"Lagos, Nigeria",104.135.196.55,Foreign IP,10,Fraud Detected
AL8632,OP666,xxxx-xxxx-xxxx-6666,08/2027,SYZ259,ATM,8683.7,Prestige Poker Network,uvwxyzabcdefg@example.com,"London, UK",104.248.169.251,High risk merchant,96,Escalated
AL8633,QR777,xxxx-xxxx-xxxx-7777,03/2030,OGU528,Wallet,567.89,Mitchells & Butlers,hijklmnopqrs@test.org,"Edinburgh, UK",134.238.184.178,Abnormal spending pattern,64,Investigating
AL8634,ST888,xxxx-xxxx-xxxx-8888,10/2029,TNV363,Online,16000,Domino's Pizza Group,tuvwxyza@mail.net,"Bristol, UK",136.226.102.90,High amount,81,Under Review
AL8635,UV999,xxxx-xxxx-xxxx-9999,05/2031,RHR741,Subscription,9.87,Just Eat Takeaway,bcdefghijk@web.info,"Rome, Italy",185.220.100.240,Low value foreign,12,Fraud Detected
AL8636,WX000,xxxx-xxxx-xxxx-0000,12/2023,PHJ950,Telephone,8987.6,CrytoVault Traders,lmnopqrstu@domain.co.uk,"Sheffield, UK",185.220.101.7,High risk merchant,97,Escalated
AL8637,YZ111,xxxx-xxxx-xxxx-1111,07/2029,TAX560,In store,234.56,Ocado Group,vwxyzabcdef@example.com,"Birmingham, UK",192.42.116.198,No shopping history,43,Cleared
AL8638,AB234,xxxx-xxxx-xxxx-2345,01/2033,FGM604,POS,18000,ASOS,ghijklmnopqrst@test.org,"Nottingham, UK",72.217.36.105,High amount,88,Resolved
AL8639,CD567,xxxx-xxxx-xxxx-5678,08/2027,INC412,ATM,1.23,Boohoo Group,uvwxyzabcdefg@mail.net,"Sydney, Australia",107.189.8.56,Foreign location,11,Fraud Detected
AL8640,EF890,xxxx-xxxx-xxxx-8901,03/2030,KTN287,Wallet,4062.8,High Risk Tech Gadgets,hijklmnopqrs@web.info,"Newcastle, UK",104.135.196.55,High risk merchant,94,Escalated
AL8641,GH123,xxxx-xxxx-xxxx-1234,10/2029,FZR072,Online,567.89,Abrdn,tuvwxyza@domain.co.uk,"Coventry, UK",104.248.169.251,Abnormal spending pattern,65,Investigating
AL8642,IJ456,xxxx-xxxx-xxxx-4567,05/2031,RXK165,Subscription,19000,M&G Plc,bcdefghijk@example.com,"Liverpool, UK",134.238.184.178,High amount,89,Action Required
AL8643,KL789,xxxx-xxxx-xxxx-7890,12/2023,XCJ475,Telephone,9.87,Phoenix Group Holdings,lmnopqrstu@test.org,"Rome, Italy",136.226.102.90,Low value foreign,10,Fraud Detected
AL8644,MN012,xxxx-xxxx-xxxx-0123,07/2029,VIH034,In store,7254.1,NextGen Forex Solutions,vwxyzabcdef@mail.net,"London, UK",185.220.100.240,High risk merchant,96,Escalated
AL8645,OP345,xxxx-xxxx-xxxx-3456,01/2033,EQG157,POS,234.56,Schroders,ghijklmnopqrst@web.info,"Edinburgh, UK",185.220.101.7,Compromised card,50,Investigating
AL8646,QR678,xxxx-xxxx-xxxx-6789,08/2027,VMA057,ATM,14000,F&C Investment Trust,uvwxyzabcdefg@domain.co.uk,"Bristol, UK",192.42.116.198,High amount,86,Resolved
AL8647,ST901,xxxx-xxxx-xxxx-9012,03/2030,VNL172,Wallet,1.23,Scottish Mortgage Investment Trust,hijklmnopqrs@example.com,"Milan, Italy",72.217.36.105,Foreign location,11,Fraud Detected
AL8648,UV234,xxxx-xxxx-xxxx-2345,10/2029,AZC995,Online,7101.9,Titanic Tours and Travels,tuvwxyza@test.org,"Sheffield, UK",107.189.8.56,High risk merchant,97,Escalated
AL8649,WX567,xxxx-xxxx-xxxx-5678,05/2031,YKR362,Subscription,567.89,Tesco,bcdefghijk@mail.net,"Birmingham, UK",104.135.196.55,Abnormal spending pattern,61,Under Review
AL8650,YZ890,xxxx-xxxx-xxxx-8901,12/2023,BDV799,Telephone,16000,Sainsbury's,lmnopqrstu@web.info,"Nottingham, UK",104.248.169.251,High amount,87,Action Required
AL8651,AB111,xxxx-xxxx-xxxx-1111,07/2029,REG832,In store,9.87,Barclays,vwxyzabcdef@domain.co.uk,"Rome, Italy",134.238.184.178,Low value foreign,19,Fraud Detected
AL8652,CD222,xxxx-xxxx-xxxx-2222,01/2033,HPB217,POS,3670.8,Prestige Poker Network,ghijklmnopqrst@example.com,"Newcastle, UK",136.226.102.90,High risk merchant,98,Escalated
AL8653,EF333,xxxx-xxxx-xxxx-3333,08/2027,DOW344,ATM,234.56,HSBC,uvwxyzabcdefg@test.org,"Coventry, UK",185.220.100.240,No shopping history,42,Closed
AL8654,GH444,xxxx-xxxx-xxxx-4444,03/2030,BVI927,Wallet,18000,BT Group,hijklmnopqrs@mail.net,"Liverpool, UK",185.220.101.7,High amount,84,Action Required
AL8655,IJ555,xxxx-xxxx-xxxx-5555,10/2029,YEQ419,Online,1.23,Vodafone,tuvwxyza@web.info,"Sydney, Australia",192.42.116.198,Foreign IP,10,Fraud Detected
AL8656,KL666,xxxx-xxxx-xxxx-6666,05/2031,TBC405,Subscription,3674.5,Dragon Den Crypto Investments,bcdefghijk@domain.co.uk,"London, UK",72.217.36.105,High risk merchant,91,Escalated
AL8657,MN777,xxxx-xxxx-xxxx-7777,12/2023,SCV305,Telephone,567.89,Shell,lmnopqrstu@example.com,"Edinburgh, UK",107.189.8.56,Compromised card,53,Under Review
AL8658,OP888,xxxx-xxxx-xxxx-8888,07/2029,HXH864,In store,19000,Unilever,vwxyzabcdef@test.org,"Bristol, UK",104.135.196.55,High amount,80,Resolved
AL8659,QR999,xxxx-xxxx-xxxx-9999,01/2033,PAF896,POS,9.87,GlaxoSmithKline,ghijklmnopqrst@mail.net,"Rome, Italy",104.248.169.251,Low value foreign,14,Fraud Detected
AL8660,ST000,xxxx-xxxx-xxxx-0000,08/2027,FEO229,ATM,7041.1,Dragon Den Crypto Investments,uvwxyzabcdefg@web.info,"Sheffield, UK",134.238.184.178,High risk merchant,95,Escalated
